,0
1000,0.4770606
1001,0.40825233
1002,0.25270036
1003,0.13475923
1004,0.04592316
1005,0.15570468
1006,0.40794116
1007,0.3015519
1008,0.20443194
1009,0.032983102
1010,0.1051494
1011,0.09083589
1012,0.10843886
1013,0.097382694
1014,0.07780038
1015,0.07813289
1016,0.029370338
1017,0.08344496
1018,0.07393931
1019,0.071887635
1020,0.114883795
1021,0.06301148
1022,0.017065383
1023,0.10803035
1024,0.1509484
1025,0.044540673
1026,0.0061629186
1027,0.09591584
1028,0.038689397
1029,0.013510864
1030,0.033556
1031,0.04000234
1032,0.051578477
1033,0.04233936
1034,0.051893316
1035,0.06507842
1036,0.05752871
1037,0.033120736
1038,0.055711318
1039,0.018290896
1040,0.022291027
1041,0.03872392
1042,0.08978114
1043,0.09599378
1044,0.081829995
1045,0.010469399
1046,0.017452031
1047,0.035553914
1048,0.11982812
1049,0.029636363
1050,0.0683694
1051,0.042395152
1052,0.029288985
1053,0.032677703
1054,0.03152652
1055,0.04425657
1056,0.0046596457
1057,0.05052946
1058,0.07342524
1059,0.0275607
1060,0.031507935
1061,0.037981164
1062,0.06635687
1063,0.048192095
1064,0.030116973
1065,0.03786459
1066,0.03640931
1067,0.026033944
1068,0.011199176
1069,0.008259694
1070,0.013361327
1071,0.035788428
1072,0.09684397
1073,0.04966174
1074,0.14443809
1075,0.09330552
1076,0.06687825
1077,0.02176353
1078,0.03367894
1079,0.07240261
1080,0.053477507
1081,0.05830678
1082,0.021779638
1083,0.021778319
1084,0.03597915
1085,0.013284037
1086,0.01460162
1087,0.05790606
1088,0.015867418
1089,0.023660498
1090,0.022477027
1091,0.061087705
1092,0.011634944
1093,0.050696343
1094,0.050836176
1095,0.053150907
1096,0.046608843
1097,0.017721869
1098,0.024520947
1099,0.03115206
1100,0.029818716
1101,0.016290508
1102,0.012730219
1103,0.017284932
1104,0.07664672
1105,0.06283988
1106,0.04385703
1107,0.042472713
1108,0.044433214
1109,0.08487902
1110,0.0039710035
1111,0.035440847
1112,0.056875437
1113,0.017190166
1114,0.02025489
1115,0.012141291
1116,0.0029527
1117,0.040712837
1118,0.0818336
1119,0.048455272
1120,0.026280686
1121,0.05776059
1122,0.0856749
1123,0.033075195
1124,0.02701005
1125,0.046462543
1126,0.02369165
1127,0.019388892
1128,0.014672074
1129,0.054888554
1130,0.009567132
1131,0.03350521
1132,0.020425001
1133,0.009096015
1134,0.04759176
1135,0.04803855
1136,0.024218868
1137,0.03219613
1138,0.0607037
1139,0.12119833
1140,0.056078494
1141,0.030373817
1142,0.043069366
1143,0.011096412
1144,0.04899375
1145,0.033206552
1146,0.07366958
1147,0.07311952
1148,0.04485593
1149,0.027844325
1150,0.061471406
1151,0.019558888
1152,0.015998157
1153,0.039030086
1154,0.022484602
1155,0.06520803
1156,0.064797394
1157,0.038302824
1158,0.03784158
1159,0.028886935
1160,0.05677725
1161,0.028207406
1162,0.03886852
1163,0.022799147
1164,0.058082014
1165,0.0259043
1166,0.04693354
1167,0.07116807
1168,0.06001963
1169,0.04885011
1170,0.01108068
1171,0.011450307
1172,0.026910655
1173,0.05997306
1174,0.010699976
1175,0.04387869
1176,0.097225174
1177,0.10406545
1178,0.041157756
1179,0.024260268
1180,0.029140484
1181,0.03513254
1182,0.14313748
1183,0.042040266
1184,0.0133390725
1185,0.024618328
1186,0.06644289
1187,0.027089596
1188,0.05048101
1189,0.032141533
1190,0.0046163644
1191,0.05052987
1192,0.072065145
1193,0.03530985
1194,0.028307926
1195,0.065631956
1196,0.033603895
1197,0.059379857
1198,0.069118455
1199,0.0069639585
1200,0.033311225
1201,0.016840814
1202,0.059279803
1203,0.019936379
1204,0.017460536
1205,0.039606035
1206,0.02573072
1207,0.05804898
1208,0.0403359
1209,0.029235536
1210,0.011469882
1211,0.008510834
1212,0.022465862
1213,0.054717608
1214,0.021493666
1215,0.07208938
1216,0.0262629
1217,0.015719809
1218,0.012316847
1219,0.01770921
1220,0.03403846
1221,0.028624024
1222,0.042551324
1223,0.025263576
1224,0.028025921
1225,0.036888838
1226,0.012923833
1227,0.009808395
1228,0.03790097
1229,0.06291042
1230,0.026709937
1231,0.015125842
1232,0.010615096
1233,0.032242
1234,0.011680217
1235,0.030407162
1236,0.060943827
1237,0.016613953
1238,0.023738604
1239,0.049900696
1240,0.008233904
1241,0.014946707
1242,0.013932526
1243,0.008520251
1244,0.012446056
1245,0.023824818
1246,0.039272763
1247,0.02357147
1248,0.042252287
1249,0.004489738
1250,0.009656714
1251,0.021875065
1252,0.033970263
1253,0.005171911
1254,0.011286704
1255,0.01216968
1256,0.03629356
1257,0.022467019
1258,0.034067124
1259,0.0143776685
1260,0.019148495
1261,0.01218535
1262,0.012714741
1263,0.01335669
1264,0.0071279076
1265,0.007548649
1266,0.017470496
1267,0.007829975
1268,0.01237168
1269,0.05243518
1270,0.036130212
1271,0.046431422
1272,0.03940177
1273,0.03982762
1274,0.008771986
1275,0.017210253
1276,0.019229326
1277,0.04400844
1278,0.019529723
1279,0.011775583
1280,0.012059668
1281,0.02575782
1282,0.035875473
1283,0.010308023
1284,0.05946365
1285,0.041573096
1286,0.025558114
1287,0.025225906
1288,0.027816173
1289,0.07385694
1290,0.054651693
1291,0.08439104
1292,0.016993243
1293,0.056060333
1294,0.025881795
1295,0.028584633
1296,0.060495883
1297,0.02652324
1298,0.069917865
1299,0.029647626
1300,0.026738005
1301,0.007193313
1302,0.01918567
1303,0.06271924
1304,0.026741568
1305,0.013435451
1306,0.018583888
1307,0.026015291
1308,0.014990256
1309,0.0662927
1310,0.024972837
1311,0.01238813
1312,0.055376124
1313,0.021591807
1314,0.015918389
1315,0.102163926
1316,0.0053534657
1317,0.024994746
1318,0.009491142
1319,0.048499584
1320,0.04603006
1321,0.0061364677
1322,0.049805835
1323,0.046719976
1324,0.022232682
1325,0.0062758867
1326,0.041962944
1327,0.020314677
1328,0.0055885324
1329,0.012751339
1330,0.026642727
1331,0.01790211
1332,0.025969278
1333,0.045619037
1334,0.034098156
1335,0.022846708
1336,0.033575393
1337,0.002897935
1338,0.0048231604
1339,0.010354539
1340,0.028497973
1341,0.09731723
1342,0.07923916
1343,0.025760837
1344,0.025541315
1345,0.07095282
1346,0.05561497
1347,0.0299777
1348,0.0027213476
1349,0.017743038
1350,0.05087769
1351,0.0512551
1352,0.022958238
1353,0.016746707
1354,0.033804677
1355,0.027744655
1356,0.014289508
1357,0.008016357
1358,0.059948266
1359,0.0045176535
1360,0.005277579
1361,0.016382478
1362,0.07912777
1363,0.067428485
1364,0.005187979
1365,0.021331878
1366,0.112646796
1367,0.042931605
1368,0.027026478
1369,0.029291857
1370,0.010171657
1371,0.016080705
1372,0.03356976
1373,0.041264933
1374,0.0126606915
1375,0.025144918
1376,0.018244516
1377,0.033057533
1378,0.041643646
1379,0.06248809
1380,0.03467313
1381,0.03979187
1382,0.013105728
1383,0.055469047
1384,0.0025023993
1385,0.019393262
1386,0.00800848
1387,0.05706916
1388,0.016083496
1389,0.002513559
1390,0.03006607
1391,0.020318307
1392,0.06458332
1393,0.013223165
1394,0.058052756
1395,0.083725825
1396,0.00813685
1397,0.057904273
1398,0.02261119
1399,0.0071813324
1400,0.0478072
1401,0.002996233
1402,0.040910468
1403,0.020671565
1404,0.0061464305
1405,0.030216966
1406,0.034311544
1407,0.0074082185
1408,0.028495379
1409,0.05504224
1410,0.018356364
1411,0.04364794
1412,0.004711136
1413,0.026431747
1414,0.0579241
1415,0.02093941
1416,0.017090956
1417,0.008210191
1418,0.03950177
1419,0.00807412
1420,0.04218244
1421,0.015883418
1422,0.014514061
1423,0.023616634
1424,0.048840187
1425,0.054652486
1426,0.009797202
1427,0.013386376
1428,0.048930824
1429,0.02377257
1430,0.0052432558
1431,0.0029448953
1432,0.033717252
1433,0.020913027
1434,0.017972521
1435,0.050396703
1436,0.026888635
1437,0.01711243
1438,0.07457204
1439,0.016358051
1440,0.00637231
1441,0.0151164355
1442,0.029248193
1443,0.006149229
1444,0.025549848
1445,0.03700261
1446,0.041224703
1447,0.044013552
1448,0.031247761
1449,0.016472835
1450,0.014485715
1451,0.015477615
1452,0.028160455
1453,0.027174586
1454,0.0051577026
1455,0.02158383
1456,0.026161948
1457,0.002466437
1458,0.023696467
1459,0.014387984
1460,0.017139586
1461,0.03493529
1462,0.054346807
1463,0.014671525
1464,0.03296883
1465,0.10230537
1466,0.028082348
1467,0.023311455
1468,0.032951184
1469,0.012795263
1470,0.03882864
1471,0.027887896
1472,0.024720505
1473,0.04493145
1474,0.025040867
1475,0.013125634
1476,0.017510137
1477,0.030464577
1478,0.011367205
1479,0.02149897
1480,0.048502073
1481,0.01665008
1482,0.008057377
1483,0.021055961
1484,0.03400541
1485,0.017690552
1486,0.035105743
1487,0.013724106
1488,0.023983117
1489,0.010293676
1490,0.010007537
1491,0.03651975
1492,0.042413715
1493,0.029351003
1494,0.022355411
1495,0.010615478
1496,0.032166753
1497,0.013303797
1498,0.019361006
1499,0.031288493
1500,0.46357268
1501,0.3441587
1502,0.17524266
1503,0.048086993
1504,0.07706796
1505,0.15778407
1506,0.14652613
1507,0.11852266
1508,0.08167072
1509,0.08839722
1510,0.14925192
1511,0.030735191
1512,0.08939337
1513,0.20137987
1514,0.09995499
1515,0.048150405
1516,0.115483135
1517,0.08376517
1518,0.13989711
1519,0.031611525
1520,0.053418454
1521,0.27195975
1522,0.09557871
1523,0.16941239
1524,0.093739316
1525,0.10115991
1526,0.063188866
1527,0.031343535
1528,0.01732436
1529,0.066331685
1530,0.081386454
1531,0.0367649
1532,0.08352561
1533,0.122097045
1534,0.04186619
1535,0.03578666
1536,0.032621183
1537,0.02948907
1538,0.05051373
1539,0.039487507
1540,0.21077305
1541,0.027003855
1542,0.034523394
1543,0.044712648
1544,0.09670091
1545,0.018893087
1546,0.09735453
1547,0.06501258
1548,0.0518397
1549,0.08299504
1550,0.026816402
1551,0.052314587
1552,0.01730369
1553,0.03644353
1554,0.050049253
1555,0.103546344
1556,0.07239024
1557,0.04830048
1558,0.018293833
1559,0.008925305
1560,0.017327404
1561,0.045498565
1562,0.017779477
1563,0.021144964
1564,0.03591629
1565,0.08684462
1566,0.015264111
1567,0.03228433
1568,0.030699737
1569,0.054175265
1570,0.016785752
1571,0.03608378
1572,0.0377381
1573,0.0339811
1574,0.04985426
1575,0.05110573
1576,0.019467995
1577,0.016557619
1578,0.063803524
1579,0.06313692
1580,0.054234967
1581,0.004279959
1582,0.01302461
1583,0.13448794
1584,0.0161754
1585,0.012998195
1586,0.043944273
1587,0.03783022
1588,0.031409588
1589,0.030277552
1590,0.031781696
1591,0.0091140475
1592,0.016133223
1593,0.058733597
1594,0.022228068
1595,0.009228669
1596,0.011352413
1597,0.03604662
1598,0.027361166
1599,0.04397001
1600,0.013470469
1601,0.019771133
1602,0.020008855
1603,0.0138594955
1604,0.014516937
1605,0.025100388
1606,0.017105866
1607,0.009172295
1608,0.022354085
1609,0.013904456
1610,0.013403676
1611,0.0036457682
1612,0.031404663
1613,0.027020872
1614,0.0014168515
1615,0.012276066
1616,0.032557625
1617,0.008097038
1618,0.018291235
